date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Thu Nov 08 2018 17:15:17 GMT-0800 (Pacific Standard Time), Senior Director,"San Diego, CA",Former Employee ,Senior director,I worked at Qualcomm full-time for more than 10 years,5,"Brilliant people drive themselves to win, and the company won big over decades. Priceless experience you can't get elsewhere. Launching technology around the world, and changing the world in a big way.","Unfortunately morale has gone down over the past couple years. Quite a bit in 2018, after some significant layoffs. You will work long hours, but it's been that way for decades. Expect that in any tech company these days. All this ""work life balance"" stuff you see is not true - anywhere. Tech advances more rapidly year over year. If you are excited about the work and fruits of the company's labor, you don't think so much about the balance. That's the way it was until a couple years ago. Now it's more thinking about the balance and if you really want to continue working there. Ratings in all categories below would be higher if rated 2+ years ago.","Everyone knows that being a public company is difficult. Institutional Investors and activists can drive leadership to make changes that hurt long term value. Big layoffs kill morale, and kill the people who remain and are then more overworked. Staff the programs realistically, or the remaining good people will leave. Ask for advice and ranking from anyone in your department that has direct reports when reducing staff.",4.0,3.0,3.0,3.0,4.0,3.0
Tue Nov 20 2018 11:59:39 GMT-0800 (Pacific Standard Time), Staff Engineer,"San Diego, CA",Former Employee ,Great company,I worked at Qualcomm full-time for more than 5 years,,"* People
* Location
* Health benefits
* Technology
* Culture","* Pay
* Equity
* Work life balance",,4.0,3.0,4.0,4.0,3.0,4.0
Mon Nov 19 2018 00:10:07 GMT-0800 (Pacific Standard Time), Staff Engineer,"San Diego, CA",Current Employee ,Q it Up!,I have been working at Qualcomm full-time for more than 3 years,,"Smart, motivated people. Great benefits.",Low morale due to lay-offs.,,5.0,5.0,4.0,5.0,5.0,4.0
Sun Nov 18 2018 17:33:15 GMT-0800 (Pacific Standard Time),,"San Diego, CA",Current Employee ,Company future,I have been working at Qualcomm full-time for more than a year,,Great technology. Advantage of technology licensing.,Business model challenge by customers,,4.0,3.0,3.0,4.0,3.0,2.0
Mon Nov 19 2018 05:01:52 GMT-0800 (Pacific Standard Time),,, ,Great,I have been working at Qualcomm,,Nicely work stuff when in place,Nah man nothing wrong here,Cool beans,4.0,4.0,4.0,4.0,4.0,4.0
Wed Nov 28 2018 20:59:55 GMT-0800 (Pacific Standard Time),,,Current Employee ,OK company,I have been working at Qualcomm full-time,1,Good facility. Package not too bad for IC companies.,Not too much career path,,3.0,4.0,2.0,2.0,4.0,3.0
Thu Nov 29 2018 16:07:51 GMT-0800 (Pacific Standard Time),,,Current Employee ,Software Engineer,I have been working at Qualcomm full-time,,Over all Benefits and Location,"Recent layoff
Not a promising future",,2.0,,,,,
Wed Nov 14 2018 09:26:08 GMT-0800 (Pacific Standard Time),,,Former Employee ,QC,I worked at Qualcomm full-time for more than 3 years,,"Great technology, very smart teams,",None I can think of.,,4.0,4.0,4.0,4.0,4.0,4.0
Mon Nov 12 2018 20:29:51 GMT-0800 (Pacific Standard Time),,"San Diego, CA",Current Employee ,Engineer Staff,I have been working at Qualcomm full-time for more than 8 years,,"Good work, Get to work on cutting edge technology, work life balance",Management needs to bring the stock price up,,4.0,4.0,4.0,4.0,4.0,3.0
Sun Nov 11 2018 21:42:48 GMT-0800 (Pacific Standard Time),,,Current Employee ,Good work culture,I have been working at Qualcomm full-time,,Good to place to work at.,compensation can be better and higher management needs to be better,,4.0,4.0,4.0,4.0,,
Sat Nov 10 2018 17:59:29 GMT-0800 (Pacific Standard Time), Senior Engineer,"San Diego, CA",Current Employee ,A good start for your career,I have been working at Qualcomm full-time for more than 5 years,,The company is friendly and helpful for new graduates and it's a good company to start your career.,Big company problems. People with higher seniority does not automatically equal to higher productivity or work efficiency.,,5.0,5.0,4.0,4.0,4.0,2.0
Sun Dec 16 2018 00:07:43 GMT-0800 (Pacific Standard Time),,,Former Employee ,Company needs improvement,I worked at Qualcomm full-time,1,"Big name in the industry, descent benefits.","long hours affect work-life balance, pay average below industry peers, thick middle management layer, less growth opportunities.",Build a lean and efficient team with focus on engineers not managers.,1.0,1.0,1.0,1.0,2.0,1.0
Fri Nov 09 2018 11:57:04 GMT-0800 (Pacific Standard Time),,,Current Employee ,Work environment,I have been working at Qualcomm full-time,,Challenging work and good diversity,Hard to convince innovative ideas,,4.0,,,,,
Fri Nov 09 2018 21:36:50 GMT-0800 (Pacific Standard Time),,"San Diego, CA",Current Employee ,senior staff,I have been working at Qualcomm full-time for more than a year,,access to leading edge technology and good health benefit,can be required to work long hour,,4.0,3.0,3.0,4.0,4.0,3.0
Sat Nov 10 2018 10:28:58 GMT-0800 (Pacific Standard Time),,,Current Employee ,Great place to work and great colleagues. Wish there was more focus on quality.,I have been working at Qualcomm full-time,,"Great colleagues, good pay and ability to work on products that make a difference to peoples' lives.","Growth opportunities, lack of focus on quality.",,4.0,5.0,4.0,4.0,5.0,4.0
Fri Nov 23 2018 07:45:20 GMT-0800 (Pacific Standard Time),,,Current Employee ,Senior Staff Engineer,I have been working at Qualcomm full-time,,"Quality Technical Work, most engineers are easy to work with.",Lack of trust in management,,3.0,2.0,3.0,4.0,3.0,2.0
Mon Nov 12 2018 01:40:09 GMT-0800 (Pacific Standard Time), Manager,"San Diego, CA",Current Employee ,Better than other places but sliding downhill,I have been working at Qualcomm full-time for more than 5 years,5,"Working with some of the most talented people in the industry raises the bar and challenges you to be the best you can be. So much to learn working here. Salaries are generally competitive (but changing). Depending on your manager, you can have flexibility in your work hours. On-site health care is convenient and high quality.","Benefits shrinking rapidly — no more accrued vacation time. Also, with repeated layoffs and understaffed departments, it’s near Impossible to find a time “convenient to the business” to take any time off. Headcount is cut in half in some areas while workload only grows, and there is no concern for employee welfare and how to resolve tired over-worked employees having unrealistic workload to manage. New merit review system removes manager ability to individually reward high performers (it is all decided by compensation team). High performers are given minuscule salary increases below cost of living increase; how does this
motivate anyone? No end in sight to mountains of work growing with no plans to add resources, only more reductions.","Stop killing your staff with unrealistic amounts of work with little reward. If you don’t take care of people they will keep leaving. Make people take mandatory vacation time for their own mental health, it is shown to increase productivity. Also give bigger raises and bonuses to keep them— it is cheaper than what you lose when they quit and you need to find, hire, and train new people.",3.0,1.0,3.0,3.0,3.0,2.0
Tue Nov 06 2018 19:29:59 GMT-0800 (Pacific Standard Time),,,Current Employee ,Alright,I have been working at Qualcomm full-time,,Good for a new grad,Not much growth opportunities for experienced people.,,4.0,,,,,
Tue Nov 13 2018 22:17:29 GMT-0800 (Pacific Standard Time),,,Current Employee ,Staff Engineer,I have been working at Qualcomm full-time,3,"Good bonus, good gym facilities and perks",No work life balance. Too much politics at lead positions. Too many Indian and Chinese favoring each other within the communities.,Management is the issue. Better step down,3.0,,,,,
Mon Nov 05 2018 10:13:44 GMT-0800 (Pacific Standard Time)," IT Engineer, Senior","San Diego, CA",Former Employee ,Good company to work for,I worked at Qualcomm full-time for more than 10 years,,Lots of opportunities to learn and grow.,Company losing it's family oriented identity.,,4.0,4.0,3.0,4.0,4.0,3.0
Sat Nov 17 2018 21:46:55 GMT-0800 (Pacific Standard Time),,,Current Employee ,Systems engineer,I have been working at Qualcomm full-time,,Leading company in telecommuncation.,Interviews are very technical,,3.0,2.0,3.0,3.0,1.0,3.0
Mon Nov 12 2018 22:20:26 GMT-0800 (Pacific Standard Time),,,Former Employee ,Not the same company it once was,I worked at Qualcomm full-time,2,Lots of very high tech to work on,"Everything that comes with being a Fortune 500 enterprise: bureaucracy, outsourcing, and shortsighted management concerned only with the next quarter's results and Wall St.'s reaction to it rather than long term shareholder value.",Too late. The culture is irretrievably broken.,3.0,3.0,1.0,3.0,3.0,1.0
Wed Nov 14 2018 13:43:43 GMT-0800 (Pacific Standard Time),,,Former Employee ,Engineer,I worked at Qualcomm full-time,1,"Good Salary
Good Work Life balance","Less Challenging work, More politics",None,3.0,5.0,4.0,3.0,4.0,4.0
Fri Nov 16 2018 16:33:04 GMT-0800 (Pacific Standard Time),,,Current Employee ,Software Engineer,I have been working at Qualcomm full-time,,"Nice weather, folks here are nice to each other",slow promotion. some folks are extremely busy but some of them have nothing to do,,3.0,2.0,3.0,3.0,3.0,3.0
Thu Nov 01 2018 14:30:34 GMT-0700 (Pacific Daylight Time),,,Former Employee ,good company to work,I worked at Qualcomm full-time,,Good benefits and still leading tech company in mobile business,competition is getting higher and no more growth,,5.0,3.0,3.0,4.0,4.0,3.0
Wed Oct 31 2018 15:17:41 GMT-0700 (Pacific Daylight Time),,,Current Employee ,QC review,I have been working at Qualcomm full-time,,Good company to learn latest technologies,Too may people in senior positions,,5.0,,,,,
Thu Nov 08 2018 23:11:39 GMT-0800 (Pacific Standard Time),,,Former Employee ,Not what it used to be,I worked at Qualcomm full-time,3,Being able to contribute to the burgeoning world of 5G,Watching as your coworkers leave with severance packages and their jobs being shipped overseas,"None to give. Between the failed NXP merger, Apple litigation, job offshoring, etc., I fully expect QCOM to be a cautionary tale of what NOT to do when you are a market leader.",3.0,3.0,2.0,2.0,2.0,1.0
Fri Nov 09 2018 10:00:43 GMT-0800 (Pacific Standard Time), Staff Design Engineer,"Raleigh, NC",Current Employee ,"Used to be great, going through difficult times",I have been working at Qualcomm full-time for more than 3 years,3,Professional work environment. Health plan is fully paid by employer. Good 401k matching with incentive to maximize contributions. A decent ESPP is available for employees. Good charity matching programs.,Flexible Time off policy means obtaining vacations will become difficult as they are subject to approval. Decline in stock value means retention RSUs aren't really worth a whole lot compared to rest of industry. Signing bonuses can easily outmatch retention awards. Many employees have left as a result and will continue to leave. Company no longer has a strong technology advantage in comparison to competitors. Management may be making poor decisions due to misaligned interests. Litigation with major customer has been very costly for company.,,3.0,1.0,3.0,3.0,3.0,2.0
Fri Nov 09 2018 17:56:47 GMT-0800 (Pacific Standard Time), SQA Lead,"San Jose, CA",Former Employee ,SQA Lead,I worked at Qualcomm full-time for more than 3 years,1," Opportunities to work on emerging technologies
- Business is expanding into new areas
- Technological depth and innovation"," Work/Life balance typical for Silicon Valley
- Company is targeted by 'outside investors' causing management to deviate from well-considered plans",,3.0,2.0,3.0,3.0,3.0,4.0
Fri Nov 09 2018 23:46:42 GMT-0800 (Pacific Standard Time),,"San Diego, CA",Current Employee ,so so. time to move on,I have been working at Qualcomm full-time for more than a year,1,hard to think of any now,"time to move on, no future here",,3.0,1.0,1.0,1.0,2.0,1.0
Tue Nov 06 2018 20:25:58 GMT-0800 (Pacific Standard Time), Systems Engineer,"San Diego, CA",Current Employee ,"Take a number, you are not special.",I have been working at Qualcomm full-time for more than 5 years,2,Exposure to a large variety of technology,Those that don't play politics very well will have a difficult time.,,3.0,3.0,3.0,4.0,3.0,2.0
Thu Nov 08 2018 20:39:36 GMT-0800 (Pacific Standard Time),,,Current Employee ,Anlayst,I have been working at Qualcomm full-time,1,"good benefit, 401k match, HSA, on-site clinics, 
nice campus, on-site gym, cafe","negative news,
micromanagers,
office politics,
not much advancement",,3.0,2.0,2.0,3.0,5.0,1.0
Wed Oct 24 2018 00:11:50 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Sr. Staff,I have been working at Qualcomm full-time,,Good working envirment in office,Not much gross in payment,,5.0,,,,,
Sun Oct 21 2018 14:19:22 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Great company to work with,I worked at Qualcomm full-time,,"Cut edge in chip design and real-time programming
Culture
Weather
Salary is good in SD",The position can be too narrow.,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Nov 01 2018 20:47:07 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Senior engineer,I worked at Qualcomm full-time,1,"flexible working hours, balance of your professional and personal life","poor management, stock price is dead in the water.",,3.0,,,,,
Tue Oct 16 2018 10:27:15 GMT-0700 (Pacific Daylight Time),,"San Diego, CA",Former Employee ,Good Challenging Place to Work,I worked at Qualcomm full-time for more than 3 years,1,"Good Challenges, Good Pay, Work Culture",A bit tough on work life balance,,5.0,3.0,4.0,4.0,5.0,4.0
Mon Oct 29 2018 11:31:26 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Staff Engineer,I worked at Qualcomm full-time,2,Big company. Great location in San Diego.,Management team lacks of vision and execution. Failed in NXP acquisition. Got into multiple legal issue and paid penalties. Politics everywhere even for engineering teams.,,3.0,1.0,2.0,2.0,2.0,1.0
Thu Oct 18 2018 15:20:24 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Account Manager,I have been working at Qualcomm full-time,,"CEO
Technology
A lot of free food","Cubicles
Having to do TPS reports each week.",,4.0,,,,,
Thu Oct 18 2018 22:02:10 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Sr. Staff Engineer,I have been working at Qualcomm full-time,,"Good benefits, good work-life balance.","Market uncertainty, business outlook, decreasing revenues",,4.0,4.0,4.0,3.0,4.0,3.0
Thu Oct 25 2018 15:48:24 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Upper Mgmt. makes decisions / Middle Mgmt. nods their heads / US employees drown in work,I worked at Qualcomm full-time,4,Everyone is very smart and friendly. Employment with QCOM can provide great credibility.,Upper mgmt. makes decisions with zero transparency at ground level. US employees are stretched VERY thin as layoffs and heavy outsourcing continues.,Massive decisions business operation overhaul,2.0,1.0,3.0,3.0,5.0,1.0
Sun Oct 14 2018 11:12:24 GMT-0700 (Pacific Daylight Time), Programmer Analyst,"San Diego, CA",Former Employee ,Great Place to Work!,I worked at Qualcomm full-time for more than 10 years,,"Fantastic benefits, very smart people, top-notch facilities.",The company is going thru a lot of change. They are currently struggling to find their footing.,,5.0,4.0,3.0,4.0,5.0,4.0
Thu Oct 25 2018 09:26:07 GMT-0700 (Pacific Daylight Time),,"San Diego, CA",Former Employee ,Use to be a great place to work,I worked at Qualcomm full-time for more than 10 years,2,"Fair compensation, smart people, flexible work schedule, good campus/amenities.","Unrealistic expectations, too few real decision makers, too many ""homegrown"" leaders, lack of strong business practices, undervalue non-engineering employees, lots of ""coddled"" old timers clogging the top (resting and vesting).",Build a broader base of skills at the top of the company (not just technical but business and marketing as well) to improve business performance; do more to promote non-engineering positions/people; clean out senior level ranks (resters/vesters) to make room for new talent.,3.0,3.0,2.0,2.0,4.0,1.0
Sat Oct 13 2018 13:37:33 GMT-0700 (Pacific Daylight Time), Staff Engineer,"San Diego, CA",Former Employee ,staff Engineer,I worked at Qualcomm full-time for more than 10 years,,"big company with good pay , nice health insurance and RSU compensation","narrow career scope, not stable any more","too many management levels, vision-able culture drives people more focus on ppt beauty instead of working quality",4.0,3.0,2.0,3.0,4.0,2.0
Sat Oct 13 2018 14:29:30 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Great place to work!,I have been working at Qualcomm full-time,,"Awesome technology, very good team culture, get to contribute into most consumer devices (Mobile, IoT, etc.), technical satisfaction.",Lately some of the excellent benefits are getting diluted..,Resolve licensing disputes quickly..,4.0,4.0,4.0,4.0,4.0,3.0
Thu Oct 11 2018 17:11:55 GMT-0700 (Pacific Daylight Time), Anonymous,,Current Employee ,Software Engineer,I have been working at Qualcomm full-time,,nice company and good work culture,salary is not great there,,4.0,,,,,
Fri Oct 12 2018 10:06:03 GMT-0700 (Pacific Daylight Time), Executive Assistant,"San Diego, CA",Current Employee ,Happy Employee,I have been working at Qualcomm full-time for more than 5 years,,Great people to work with.,It is very difficult to move within the company at administrative levels.,,4.0,4.0,4.0,3.0,2.0,4.0
Wed Oct 10 2018 16:13:13 GMT-0700 (Pacific Daylight Time), Software Developer,,Former Employee ,Great Company with Great Culture,I worked at Qualcomm full-time for more than a year,,Absolute blast with the teams that I had worked with,Work/life balance is a bit off,,5.0,3.0,5.0,5.0,5.0,5.0
Sat Oct 06 2018 11:20:05 GMT-0700 (Pacific Daylight Time),,"San Diego, CA",Current Employee ,Senior Engineer,I have been working at Qualcomm full-time for more than 5 years,,Company is working in various high technology fields that are pushing innovation forward.,"At times inefficient processes, can improve efficiencies of teams and make sure functional areas align instead of having siloed groups.",,4.0,4.0,4.0,4.0,4.0,4.0
Tue Oct 02 2018 13:02:23 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Good tech company to work for,I have been working at Qualcomm full-time,1,"A leader in wireless communication chip design, the company allows you to work in cutting edge technology. Has deep pockets and spends a lot on technology infrastructure. A good learning experience.",Moving most jobs to low cost locations around the globe. Struggling to find the next big thing in wireless.,Invest in domestic talent.,4.0,4.0,3.0,4.0,4.0,3.0
Sat Nov 10 2018 05:09:38 GMT-0800 (Pacific Standard Time), Staff Engineer/Manager,"San Diego, CA",Current Employee ,Worst company to work without any morals,I have been working at Qualcomm full-time,,Long working hours without bonuses,"Big cheating company which wants to collect multiple royalties for the same patents and tries to monopolize hence many court issues with apple , Broadcomm , EU union etc",Doesn’t cares about its employee how long they have works and they care only how they can make money. HR’s are the worst..,1.0,1.0,1.0,2.0,1.0,1.0
Thu Oct 04 2018 11:46:32 GMT-0700 (Pacific Daylight Time),,,Current Employee ,good company good hsa flexible hours,I have been working at Qualcomm full-time,,Very fair. Management is transparent,none its a fair place,,4.0,,,,,
Wed Oct 03 2018 01:11:22 GMT-0700 (Pacific Daylight Time),,,Current Employee ,staff engineer,I have been working at Qualcomm full-time,,Flexible work hours. Generous vacation,Nothing really. Every thing is good.,,5.0,4.0,4.0,4.0,4.0,4.0
Tue Oct 02 2018 18:04:15 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Senior Staff Engineer,I have been working at Qualcomm full-time,,"Good salary, interesting work, great location",Company has started going in wrong direction with innovation,,4.0,4.0,4.0,4.0,5.0,3.0
Sun Oct 14 2018 17:58:23 GMT-0700 (Pacific Daylight Time), Staff Engineer,"San Diego, CA",Current Employee ,Staff,I have been working at Qualcomm full-time for more than a year,1,"You get to work on latest and cutting edge technologies and designs, relative freedom to learn new things","Work pressure, no work life balance, organizational politics, discrimination within organizations on bonuses and compensation to employees.",,3.0,2.0,3.0,4.0,3.0,2.0
Mon Oct 15 2018 23:47:06 GMT-0700 (Pacific Daylight Time),,, ,Senior Verification Egineer,I have been working at Qualcomm,,Seems to be decent pay according to peers,"People maybe capable, but oppressive and no WLB",Better WLB for everyone.,3.0,1.0,2.0,3.0,4.0,2.0
Sun Oct 14 2018 01:01:05 GMT-0700 (Pacific Daylight Time), Senior Manager,"San Jose, CA",Current Employee ,Sr. Manager,I have been working at Qualcomm full-time for more than 10 years,1,"Flexible time, decent 401k and PTO.","Too politic. Too many overlaps of director level who just BS in emails when there’s a chance. 
Worst health benefits with high deductibles that keeps employees from visiting doctors when they need. 
The CEO doesn’t seem to be able to lead the company, making series of serious mistakes that cost billions and lost so many talented employees to competitors.",Grow up and get real. If you don’t have the abilities then be brave and move aside.,2.0,1.0,3.0,2.0,3.0,2.0
Sat Sep 29 2018 18:10:59 GMT-0700 (Pacific Daylight Time), Staff Engineer,"San Diego, CA",Current Employee ,Good place to work,I have been working at Qualcomm full-time for more than 10 years,,Good Technology when compared to other tech companies,Less pay when compared to other tech companies,,4.0,3.0,4.0,4.0,3.0,2.0
Fri Oct 12 2018 20:53:38 GMT-0700 (Pacific Daylight Time),,"San Diego, CA",Former Employee ,Staff engineer,I worked at Qualcomm full-time,,"Technology, work culture, location, benefits","Politics, legal issues, stock price, work life balance",,2.0,2.0,4.0,3.0,4.0,1.0
Tue Oct 30 2018 23:46:35 GMT-0700 (Pacific Daylight Time),,"San Diego, CA",Former Employee ,Staff Engineer,I worked at Qualcomm full-time,3,It was great when we kept our focus on technology.,"Management is running company to the ground! They are buying back Billions in stock and the stock price has gone nowhere. They have absolutely cut all the innovation out of the company and are driving talent away. 

When I joined many years ago, our CEO used to ask us not to focus on stock price. By the time I left, there was constant discussion in our all hands about stock price and technical analysis by our CFO on our stock price. I knew at that point how incompetent our management had become.","Get rid of the entire C, SVP and VP levels. Full of Yes men who are running this once an innovation focused company to ground.",1.0,1.0,1.0,1.0,1.0,1.0
