"jobTitle","meanPay","Range"
"Senior Cyber Security Engineer","$151,628/yr","Range: $145K - $158K"
"Field Technician - Monthly Contractor","$2,254/mo","Range: $2K - $2K"
"Field Service Engineer - Hourly Contractor","$19/hr","Range: $19 - $20"
"Engagement Manager","$69,381/yr","Range: $67K - $73K"
"Supply Chain Specialist","$106,615/yr","Range: $103K - $112K"
"Demand Planner","$86,142/yr","Range: $83K - $89K"
"IT Manager","$143,153/yr","Range: $137K - $150K"
"IT Portfolio Manager","$128,135/yr","Range: $123K - $132K"
"Project Manager - Hourly","$36/hr","Range: $35 - $38"
"Hardware Design Engineer II","$79,980/yr","Range: $77K - $83K"
"R&D Project Manager","$138,599/yr","Range: $133K - $144K"
"Brand Manager-Internal Engagement","$134,883/yr","Range: $130K - $140K"
"Intern","$45,725/yr","Range: $44K - $47K"
"Financial/Budget Analyst","$69,220/yr","Range: $67K - $72K"
"Senior User Experience Researcher","$100,353/yr","Range: $97K - $104K"
"Senior Software Engineering Manager","$207,898/yr","Range: $200K - $217K"
"Inside Sales Representative - Hourly","$15/hr","Range: $15 - $16"
"Customer Account Manager","$32,177/yr","Range: $31K - $33K"
"Human Resources Specialist","$97,732/yr","Range: $93K - $102K"
"Product Development Engineer","$125,000/yr","Range: $120K - $129K"
"Project Manager - Monthly","$3,675/mo","Range: $4K - $4K"
"Associate Software Engineer","$77,233/yr","Range: $74K - $80K"
"Industrial Design - Hourly Intern","$27/hr","Range: $26 - $28"
"Senior Analytics Manager","$165,093/yr","Range: $157K - $172K"
"Manufacturing Technician - Hourly","$33/hr","Range: $31 - $34"
"Senior Software Developer","$76,546/yr","Range: $73K - $80K"
"Buyer/Planner","$50,160/yr","Range: $48K - $52K"
"Customer Service Representative - Hourly","$24/hr","Range: $23 - $25"
"Business Process Manager","$78,747/yr","Range: $75K - $81K"
"Technical Support Engineer","$42,159/yr","Range: $41K - $44K"
"Quality Analyst","$67,000/yr","Range: $65K - $70K"
"Firmware Engineering Manager","$130,368/yr","Range: $125K - $136K"
"Enterprise Architect","$151,720/yr","Range: $147K - $157K"
"Software Development Engineer - Hourly Intern","$31/hr","Range: $30 - $32"
"User Experience Researcher","$96,811/yr","Range: $93K - $101K"
"Strategic Procurement Analyst","$67,713/yr","Range: $65K - $71K"
"Firmware Engineering - Hourly","$27/hr","Range: $26 - $28"
"Communications Specialist - Contractor","$47,378/yr","Range: $45K - $49K"
"Corporate District Sales Manager","$123,392/yr","Range: $119K - $128K"
"Director of Business Development","$203,582/yr","Range: $194K - $213K"
"Embedded Software Engineer - Hourly Intern","$29/hr","Range: $28 - $30"
"Help Desk Analyst - Hourly","$17/hr","Range: $17 - $18"
"Senior SAP ABAP Developer","$120,120/yr","Range: $116K - $125K"
"Tech Support","$39,841/yr","Range: $38K - $41K"
"IT Consultant","$100,157/yr","Range: $96K - $103K"
"Service Account Manager","$91,758/yr","Range: $88K - $95K"
